Order ,Dance Company,Date,Latitude,Longitude,City,Venue 
1,Riverdance,2/8/19,51.51399325,6.849322761,Oberhausen,Konig-Pilsener-Arena 
2,Riverdance,6/4/19,51.5073219,-0.1276474,London,Eventim Apollo
3,Riverdance,6/11/19,53.3497645,-6.2602732,Dublin,The Gaiety Theatre 
4,Riverdance,9/18/19,52.14540645,-9.517469023,Co. Kerry,INEC - Gleneagle Hotel 
5,Riverdance,10/4/19,41.139981,-104.820246,Cheyenne,Cheyenne Civic Center 
